"id","item","tar","dir","rt","c1","c2","c3"
"11","491","val","hor",216,-0.75,-0.5,0.25
"11","492","val","hor",337.8,-0.75,-0.5,0.25
"11","496","val","hor",314.8,-0.75,-0.5,0.25
"11","506","val","hor",296.8,-0.75,-0.5,0.25
"11","507","val","hor",515.1,-0.75,-0.5,0.25
"11","517","val","hor",335.1,-0.75,-0.5,0.25
"11","524","val","hor",306,-0.75,-0.5,0.25
"11","525","val","hor",380.5,-0.75,-0.5,0.25
"11","530","val","hor",183.9,-0.75,-0.5,0.25
"11","531","val","hor",519.8,-0.75,-0.5,0.25
"11","535","val","hor",354.2,-0.75,-0.5,0.25
"11","551","val","hor",272.8,-0.75,-0.5,0.25
"11","553","val","hor",285.2,-0.75,-0.5,0.25
"11","556","val","hor",341.5,-0.75,-0.5,0.25
"11","560","val","hor",327.1,-0.75,-0.5,0.25
"11","562","val","hor",366,-0.75,-0.5,0.25
"11","574","val","hor",302.8,-0.75,-0.5,0.25
"11","575","val","hor",404.4,-0.75,-0.5,0.25
"11","582","val","hor",321.5,-0.75,-0.5,0.25
"11","585","val","hor",396.7,-0.75,-0.5,0.25
"11","588","val","hor",322.9,-0.75,-0.5,0.25
"11","589","val","hor",279.2,-0.75,-0.5,0.25
"11","594","val","hor",283.4,-0.75,-0.5,0.25
"11","595","val","hor",435.8,-0.75,-0.5,0.25
"11","597","val","hor",245.9,-0.75,-0.5,0.25
"11","2","val","ver",399.3,-0.75,-0.5,0.25
"11","3","val","ver",499.6,-0.75,-0.5,0.25
"11","7","val","ver",506.8,-0.75,-0.5,0.25
"11","9","val","ver",503.5,-0.75,-0.5,0.25
"11","11","val","ver",292.9,-0.75,-0.5,0.25
"11","12","val","ver",262,-0.75,-0.5,0.25
"11","14","val","ver",206.7,-0.75,-0.5,0.25
"11","15","val","ver",171.3,-0.75,-0.5,0.25
"11","24","val","ver",380.6,-0.75,-0.5,0.25
"11","25","val","ver",319.3,-0.75,-0.5,0.25
"11","27","val","ver",316.7,-0.75,-0.5,0.25
"11","31","val","ver",279.8,-0.75,-0.5,0.25
"11","32","val","ver",301.2,-0.75,-0.5,0.25
"11","33","val","ver",195.7,-0.75,-0.5,0.25
"11","36","val","ver",266.3,-0.75,-0.5,0.25
"11","42","val","ver",359.1,-0.75,-0.5,0.25
"11","48","val","ver",379.6,-0.75,-0.5,0.25
"11","49","val","ver",400.5,-0.75,-0.5,0.25
"11","51","val","ver",328.8,-0.75,-0.5,0.25
"11","57","val","ver",426.7,-0.75,-0.5,0.25
"11","58","val","ver",326.3,-0.75,-0.5,0.25
"11","74","val","ver",311,-0.75,-0.5,0.25
"11","76","val","ver",305.2,-0.75,-0.5,0.25
"11","78","val","ver",346.9,-0.75,-0.5,0.25
"11","80","val","ver",412,-0.75,-0.5,0.25
"11","83","val","ver",372.2,-0.75,-0.5,0.25
"11","84","val","ver",315.2,-0.75,-0.5,0.25
"11","85","val","ver",454.9,-0.75,-0.5,0.25
"11","86","val","ver",333.2,-0.75,-0.5,0.25
"11","87","val","ver",352.5,-0.75,-0.5,0.25
"11","96","val","ver",335.6,-0.75,-0.5,0.25
"11","100","val","ver",343.1,-0.75,-0.5,0.25
"11","106","val","ver",389,-0.75,-0.5,0.25
"11","110","val","ver",352.7,-0.75,-0.5,0.25
"11","121","val","ver",404.9,-0.75,-0.5,0.25
"11","130","val","ver",627.6,-0.75,-0.5,0.25
"11","138","val","ver",384.4,-0.75,-0.5,0.25
"11","140","val","ver",390.4,-0.75,-0.5,0.25
"11","147","val","ver",221,-0.75,-0.5,0.25
"11","150","val","ver",378.5,-0.75,-0.5,0.25
"11","153","val","ver",290.5,-0.75,-0.5,0.25
"11","155","val","ver",316.6,-0.75,-0.5,0.25
"11","158","val","ver",185.3,-0.75,-0.5,0.25
"11","159","val","ver",360.9,-0.75,-0.5,0.25
"11","162","val","ver",354.7,-0.75,-0.5,0.25
"11","173","val","ver",443.8,-0.75,-0.5,0.25
"11","176","val","ver",319.3,-0.75,-0.5,0.25
"11","179","val","ver",349.6,-0.75,-0.5,0.25
"11","180","val","ver",334.8,-0.75,-0.5,0.25
"11","181","val","ver",259.6,-0.75,-0.5,0.25
"11","182","val","ver",281.3,-0.75,-0.5,0.25
"11","187","val","ver",354.3,-0.75,-0.5,0.25
"11","188","val","ver",373.5,-0.75,-0.5,0.25
"11","190","val","ver",378,-0.75,-0.5,0.25
"11","195","val","ver",422.8,-0.75,-0.5,0.25
"11","205","val","ver",300.3,-0.75,-0.5,0.25
"11","207","val","ver",348.3,-0.75,-0.5,0.25
"11","211","val","ver",345,-0.75,-0.5,0.25
"11","212","val","ver",414.9,-0.75,-0.5,0.25
"11","213","val","ver",337.3,-0.75,-0.5,0.25
"11","218","val","ver",366.3,-0.75,-0.5,0.25
"11","222","val","ver",315.3,-0.75,-0.5,0.25
"11","223","val","ver",346.4,-0.75,-0.5,0.25
"11","226","val","ver",342.9,-0.75,-0.5,0.25
"11","231","val","ver",329.2,-0.75,-0.5,0.25
"11","235","val","ver",356.1,-0.75,-0.5,0.25
"11","236","val","ver",334.3,-0.75,-0.5,0.25
"11","240","val","ver",371.6,-0.75,-0.5,0.25
"11","241","val","ver",316.8,-0.75,-0.5,0.25
"11","242","val","ver",350.5,-0.75,-0.5,0.25
"11","243","val","ver",258.1,-0.75,-0.5,0.25
"11","244","val","ver",195.1,-0.75,-0.5,0.25
"11","253","val","ver",374.7,-0.75,-0.5,0.25
"11","255","val","ver",366.5,-0.75,-0.5,0.25
"11","256","val","ver",373.9,-0.75,-0.5,0.25
"11","257","val","ver",334.9,-0.75,-0.5,0.25
"11","262","val","ver",313.9,-0.75,-0.5,0.25
"11","265","val","ver",347.4,-0.75,-0.5,0.25
"11","269","val","ver",311.8,-0.75,-0.5,0.25
"11","274","val","ver",438.6,-0.75,-0.5,0.25
"11","275","val","ver",416.7,-0.75,-0.5,0.25
"11","281","val","ver",329.7,-0.75,-0.5,0.25
"11","287","val","ver",335.5,-0.75,-0.5,0.25
"11","288","val","ver",287.5,-0.75,-0.5,0.25
"11","294","val","ver",161.9,-0.75,-0.5,0.25
"11","297","val","ver",463.7,-0.75,-0.5,0.25
"11","308","val","ver",179.4,-0.75,-0.5,0.25
"11","309","val","ver",331.8,-0.75,-0.5,0.25
"11","316","val","ver",298.8,-0.75,-0.5,0.25
"11","319","val","ver",264.6,-0.75,-0.5,0.25
"11","325","val","ver",317.4,-0.75,-0.5,0.25
"11","329","val","ver",367.6,-0.75,-0.5,0.25
"11","331","val","ver",419.6,-0.75,-0.5,0.25
"11","333","val","ver",310.5,-0.75,-0.5,0.25
"11","336","val","ver",263.4,-0.75,-0.5,0.25
"11","340","val","ver",350.4,-0.75,-0.5,0.25
"11","345","val","ver",295.3,-0.75,-0.5,0.25
"11","347","val","ver",270.7,-0.75,-0.5,0.25
"11","350","val","ver",360.8,-0.75,-0.5,0.25
"11","353","val","ver",287.6,-0.75,-0.5,0.25
"11","354","val","ver",307.6,-0.75,-0.5,0.25
"11","355","val","ver",267.9,-0.75,-0.5,0.25
"11","361","val","ver",301.1,-0.75,-0.5,0.25
"11","375","val","ver",464.1,-0.75,-0.5,0.25
"11","377","val","ver",314,-0.75,-0.5,0.25
"11","380","val","ver",276.4,-0.75,-0.5,0.25
"11","384","val","ver",305.7,-0.75,-0.5,0.25
"11","387","val","ver",306.5,-0.75,-0.5,0.25
"11","389","val","ver",326.1,-0.75,-0.5,0.25
"11","400","val","ver",315.6,-0.75,-0.5,0.25
"11","402","val","ver",231.1,-0.75,-0.5,0.25
"11","404","val","ver",299.9,-0.75,-0.5,0.25
"11","407","val","ver",273.4,-0.75,-0.5,0.25
"11","408","val","ver",271,-0.75,-0.5,0.25
"11","412","val","ver",222.9,-0.75,-0.5,0.25
"11","415","val","ver",256.2,-0.75,-0.5,0.25
"11","416","val","ver",210.9,-0.75,-0.5,0.25
"11","417","val","ver",187.6,-0.75,-0.5,0.25
"11","419","val","ver",343.8,-0.75,-0.5,0.25
"11","420","val","ver",382.5,-0.75,-0.5,0.25
"11","425","val","ver",351.5,-0.75,-0.5,0.25
"11","426","val","ver",349.3,-0.75,-0.5,0.25
"11","430","val","ver",264.1,-0.75,-0.5,0.25
"11","439","val","ver",281.7,-0.75,-0.5,0.25
"11","441","val","ver",294.5,-0.75,-0.5,0.25
"11","443","val","ver",192.4,-0.75,-0.5,0.25
"11","445","val","ver",283,-0.75,-0.5,0.25
"11","448","val","ver",299.7,-0.75,-0.5,0.25
"11","452","val","ver",195.9,-0.75,-0.5,0.25
"11","455","val","ver",381.3,-0.75,-0.5,0.25
"11","459","val","ver",320.4,-0.75,-0.5,0.25
"11","467","val","ver",221.7,-0.75,-0.5,0.25
"11","474","val","ver",321.9,-0.75,-0.5,0.25
"11","475","val","ver",308.4,-0.75,-0.5,0.25
"11","484","val","ver",300,-0.75,-0.5,0.25
"11","498","val","ver",167.8,-0.75,-0.5,0.25
"11","504","val","ver",303.3,-0.75,-0.5,0.25
"11","511","val","ver",317.7,-0.75,-0.5,0.25
"11","512","val","ver",312.1,-0.75,-0.5,0.25
"11","515","val","ver",304.7,-0.75,-0.5,0.25
"11","521","val","ver",491.7,-0.75,-0.5,0.25
"11","527","val","ver",340.3,-0.75,-0.5,0.25
"11","533","val","ver",269.8,-0.75,-0.5,0.25
"11","536","val","ver",408.8,-0.75,-0.5,0.25
"11","538","val","ver",559.9,-0.75,-0.5,0.25
"11","541","val","ver",303.6,-0.75,-0.5,0.25
"11","543","val","ver",318.2,-0.75,-0.5,0.25
"11","545","val","ver",335.1,-0.75,-0.5,0.25
"11","548","val","ver",367.9,-0.75,-0.5,0.25
"11","549","val","ver",307.5,-0.75,-0.5,0.25
"11","550","val","ver",316.6,-0.75,-0.5,0.25
"11","559","val","ver",151.7,-0.75,-0.5,0.25
"11","561","val","ver",308.2,-0.75,-0.5,0.25
"11","563","val","ver",329.2,-0.75,-0.5,0.25
"11","565","val","ver",320.6,-0.75,-0.5,0.25
"11","566","val","ver",460.9,-0.75,-0.5,0.25
"11","577","val","ver",328.6,-0.75,-0.5,0.25
"11","578","val","ver",435.3,-0.75,-0.5,0.25
"11","580","val","ver",321.6,-0.75,-0.5,0.25
"11","581","val","ver",342.2,-0.75,-0.5,0.25
"11","586","val","ver",334.5,-0.75,-0.5,0.25
"11","591","val","ver",353.4,-0.75,-0.5,0.25
"11","592","val","ver",361.1,-0.75,-0.5,0.25
"11","593","val","ver",307.8,-0.75,-0.5,0.25
"11","596","val","ver",191.3,-0.75,-0.5,0.25
"11","600","val","ver",342.6,-0.75,-0.5,0.25
"11","602","val","ver",170.3,-0.75,-0.5,0.25
"12","39","dod","hor",440,0.25,0.5,-0.75
"12","52","dod","hor",336.5,0.25,0.5,-0.75
"12","89","dod","hor",363.7,0.25,0.5,-0.75
"12","103","dod","hor",344,0.25,0.5,-0.75
"12","104","dod","hor",378.7,0.25,0.5,-0.75
"12","120","dod","hor",173.1,0.25,0.5,-0.75
"12","161","dod","hor",372.2,0.25,0.5,-0.75
"12","194","dod","hor",355.6,0.25,0.5,-0.75
"12","248","dod","hor",334,0.25,0.5,-0.75
"12","270","dod","hor",385.7,0.25,0.5,-0.75
"12","277","dod","hor",322.7,0.25,0.5,-0.75
"12","289","dod","hor",375.7,0.25,0.5,-0.75
"12","299","dod","hor",329.5,0.25,0.5,-0.75
"12","304","dod","hor",302.5,0.25,0.5,-0.75
"12","320","dod","hor",348.7,0.25,0.5,-0.75
"12","378","dod","hor",428.2,0.25,0.5,-0.75
"12","479","dod","hor",335.9,0.25,0.5,-0.75
"12","494","dod","hor",308.1,0.25,0.5,-0.75
"12","503","dod","hor",475.8,0.25,0.5,-0.75
"12","508","dod","hor",318.8,0.25,0.5,-0.75
"12","542","dod","hor",315.5,0.25,0.5,-0.75
"12","554","dod","hor",276.2,0.25,0.5,-0.75
"12","587","dod","hor",270.9,0.25,0.5,-0.75
"12","590","dod","hor",313.6,0.25,0.5,-0.75
"12","4","dod","ver",553.3,0.25,0.5,-0.75
"12","79","dod","ver",327.8,0.25,0.5,-0.75
"12","116","dod","ver",357.4,0.25,0.5,-0.75
"12","164","dod","ver",322.5,0.25,0.5,-0.75
"12","167","dod","ver",406,0.25,0.5,-0.75
"12","169","dod","ver",306.1,0.25,0.5,-0.75
"12","177","dod","ver",390.9,0.25,0.5,-0.75
"12","209","dod","ver",322.3,0.25,0.5,-0.75
"12","247","dod","ver",342.4,0.25,0.5,-0.75
"12","264","dod","ver",337.3,0.25,0.5,-0.75
"12","273","dod","ver",326.6,0.25,0.5,-0.75
"12","298","dod","ver",340.3,0.25,0.5,-0.75
"12","300","dod","ver",280.1,0.25,0.5,-0.75
"12","360","dod","ver",546.4,0.25,0.5,-0.75
"12","392","dod","ver",338.6,0.25,0.5,-0.75
"12","454","dod","ver",301.5,0.25,0.5,-0.75
"12","465","dod","ver",319.9,0.25,0.5,-0.75
"12","486","dod","ver",418.4,0.25,0.5,-0.75
"12","500","dod","ver",360,0.25,0.5,-0.75
"12","514","dod","ver",299.6,0.25,0.5,-0.75
"12","537","dod","ver",351.5,0.25,0.5,-0.75
"12","570","dod","ver",382,0.25,0.5,-0.75
"12","583","dod","ver",303.8,0.25,0.5,-0.75
"12","23","dos","hor",333.2,0.25,0.5,0.25
"12","28","dos","hor",305.6,0.25,0.5,0.25
"12","43","dos","hor",327.4,0.25,0.5,0.25
"12","50","dos","hor",329.6,0.25,0.5,0.25
"12","69","dos","hor",356.4,0.25,0.5,0.25
"12","82","dos","hor",297.8,0.25,0.5,0.25
"12","149","dos","hor",405.6,0.25,0.5,0.25
"12","170","dos","hor",357.6,0.25,0.5,0.25
"12","215","dos","hor",357.2,0.25,0.5,0.25
"12","225","dos","hor",372,0.25,0.5,0.25
"12","234","dos","hor",347.9,0.25,0.5,0.25
"12","260","dos","hor",360.1,0.25,0.5,0.25
"12","283","dos","hor",338.4,0.25,0.5,0.25
"12","295","dos","hor",333.3,0.25,0.5,0.25
"12","311","dos","hor",160.9,0.25,0.5,0.25
"12","394","dos","hor",399.1,0.25,0.5,0.25
"12","418","dos","hor",372.3,0.25,0.5,0.25
"12","458","dos","hor",332.8,0.25,0.5,0.25
"12","468","dos","hor",229.3,0.25,0.5,0.25
"12","509","dos","hor",349.2,0.25,0.5,0.25
"12","513","dos","hor",352.7,0.25,0.5,0.25
"12","571","dos","hor",255.9,0.25,0.5,0.25
"12","576","dos","hor",297.6,0.25,0.5,0.25
"12","584","dos","hor",306.3,0.25,0.5,0.25
"12","10","dos","ver",301.8,0.25,0.5,0.25
"12","17","dos","ver",297,0.25,0.5,0.25
"12","71","dos","ver",155,0.25,0.5,0.25
"12","77","dos","ver",345.5,0.25,0.5,0.25
"12","92","dos","ver",400.7,0.25,0.5,0.25
"12","117","dos","ver",388.2,0.25,0.5,0.25
"12","201","dos","ver",423.3,0.25,0.5,0.25
"12","246","dos","ver",301.4,0.25,0.5,0.25
"12","286","dos","ver",324,0.25,0.5,0.25
"12","296","dos","ver",194,0.25,0.5,0.25
"12","330","dos","ver",301.7,0.25,0.5,0.25
"12","351","dos","ver",395.6,0.25,0.5,0.25
"12","364","dos","ver",506.9,0.25,0.5,0.25
"12","393","dos","ver",303.4,0.25,0.5,0.25
"12","421","dos","ver",331,0.25,0.5,0.25
"12","434","dos","ver",374.6,0.25,0.5,0.25
"12","435","dos","ver",317.7,0.25,0.5,0.25
"12","488","dos","ver",197.9,0.25,0.5,0.25
"12","502","dos","ver",355.2,0.25,0.5,0.25
"12","520","dos","ver",347.2,0.25,0.5,0.25
"12","552","dos","ver",338.9,0.25,0.5,0.25
"12","603","dos","ver",193.5,0.25,0.5,0.25
"12","56","sod","hor",337.8,0.25,-0.5,0.25
"12","105","sod","hor",337.1,0.25,-0.5,0.25
"12","115","sod","hor",379,0.25,-0.5,0.25
"12","125","sod","hor",517.4,0.25,-0.5,0.25
"12","127","sod","hor",339.4,0.25,-0.5,0.25
"12","139","sod","hor",351.8,0.25,-0.5,0.25
"12","168","sod","hor",341,0.25,-0.5,0.25
"12","185","sod","hor",326.1,0.25,-0.5,0.25
"12","203","sod","hor",436.1,0.25,-0.5,0.25
"12","227","sod","hor",365.2,0.25,-0.5,0.25
"12","285","sod","hor",339.1,0.25,-0.5,0.25
"12","315","sod","hor",323.6,0.25,-0.5,0.25
"12","326","sod","hor",339.4,0.25,-0.5,0.25
"12","332","sod","hor",315.9,0.25,-0.5,0.25
"12","352","sod","hor",313.9,0.25,-0.5,0.25
"12","359","sod","hor",418.7,0.25,-0.5,0.25
"12","422","sod","hor",375,0.25,-0.5,0.25
"12","424","sod","hor",255.8,0.25,-0.5,0.25
"12","437","sod","hor",333,0.25,-0.5,0.25
"12","510","sod","hor",325.7,0.25,-0.5,0.25
"12","522","sod","hor",362.6,0.25,-0.5,0.25
"12","544","sod","hor",318,0.25,-0.5,0.25
"12","555","sod","hor",343.6,0.25,-0.5,0.25
"12","579","sod","hor",247.4,0.25,-0.5,0.25
"12","5","sod","ver",291.9,0.25,-0.5,0.25
"12","65","sod","ver",308.8,0.25,-0.5,0.25
"12","75","sod","ver",375,0.25,-0.5,0.25
"12","111","sod","ver",386.8,0.25,-0.5,0.25
"12","112","sod","ver",326.9,0.25,-0.5,0.25
"12","113","sod","ver",320.8,0.25,-0.5,0.25
"12","128","sod","ver",297.2,0.25,-0.5,0.25
"12","160","sod","ver",356.9,0.25,-0.5,0.25
"12","278","sod","ver",254.9,0.25,-0.5,0.25
"12","312","sod","ver",291.4,0.25,-0.5,0.25
"12","318","sod","ver",274.2,0.25,-0.5,0.25
"12","337","sod","ver",315.8,0.25,-0.5,0.25
"12","338","sod","ver",291,0.25,-0.5,0.25
"12","372","sod","ver",361.1,0.25,-0.5,0.25
"12","376","sod","ver",318.9,0.25,-0.5,0.25
"12","399","sod","ver",339.8,0.25,-0.5,0.25
"12","405","sod","ver",431.6,0.25,-0.5,0.25
"12","414","sod","ver",460.5,0.25,-0.5,0.25
"12","436","sod","ver",330.1,0.25,-0.5,0.25
"12","449","sod","ver",339.9,0.25,-0.5,0.25
"12","457","sod","ver",393.2,0.25,-0.5,0.25
"12","493","sod","ver",407.2,0.25,-0.5,0.25
"12","495","sod","ver",324.6,0.25,-0.5,0.25
"12","539","sod","ver",294.7,0.25,-0.5,0.25
"12","6","val","hor",272,-0.75,-0.5,0.25
"12","13","val","hor",326.7,-0.75,-0.5,0.25
"12","16","val","hor",276.2,-0.75,-0.5,0.25
"12","20","val","hor",279.8,-0.75,-0.5,0.25
"12","22","val","hor",293.4,-0.75,-0.5,0.25
"12","29","val","hor",289,-0.75,-0.5,0.25
"12","30","val","hor",282.3,-0.75,-0.5,0.25
"12","34","val","hor",268.3,-0.75,-0.5,0.25
"12","38","val","hor",298.6,-0.75,-0.5,0.25
"12","45","val","hor",430,-0.75,-0.5,0.25
"12","46","val","hor",303.5,-0.75,-0.5,0.25
"12","47","val","hor",300.6,-0.75,-0.5,0.25
"12","53","val","hor",274.3,-0.75,-0.5,0.25
"12","54","val","hor",286.4,-0.75,-0.5,0.25
"12","55","val","hor",291.3,-0.75,-0.5,0.25
"12","59","val","hor",275.2,-0.75,-0.5,0.25
"12","60","val","hor",181.8,-0.75,-0.5,0.25
"12","62","val","hor",449.1,-0.75,-0.5,0.25
"12","63","val","hor",390.9,-0.75,-0.5,0.25
"12","64","val","hor",257.7,-0.75,-0.5,0.25
"12","66","val","hor",164.8,-0.75,-0.5,0.25
"12","67","val","hor",260,-0.75,-0.5,0.25
"12","81","val","hor",265.8,-0.75,-0.5,0.25
"12","90","val","hor",382.1,-0.75,-0.5,0.25
"12","91","val","hor",335.8,-0.75,-0.5,0.25
"12","93","val","hor",312,-0.75,-0.5,0.25
"12","97","val","hor",339.2,-0.75,-0.5,0.25
"12","98","val","hor",292.5,-0.75,-0.5,0.25
"12","99","val","hor",298.4,-0.75,-0.5,0.25
"12","101","val","hor",290.3,-0.75,-0.5,0.25
"12","108","val","hor",503.9,-0.75,-0.5,0.25
"12","114","val","hor",330.2,-0.75,-0.5,0.25
"12","118","val","hor",350.3,-0.75,-0.5,0.25
"12","122","val","hor",349.8,-0.75,-0.5,0.25
"12","124","val","hor",374.2,-0.75,-0.5,0.25
"12","126","val","hor",311.3,-0.75,-0.5,0.25
"12","129","val","hor",324.6,-0.75,-0.5,0.25
"12","131","val","hor",307.9,-0.75,-0.5,0.25
"12","132","val","hor",308.2,-0.75,-0.5,0.25
"12","133","val","hor",180.9,-0.75,-0.5,0.25
"12","135","val","hor",312.7,-0.75,-0.5,0.25
"12","137","val","hor",308.3,-0.75,-0.5,0.25
"12","141","val","hor",338.4,-0.75,-0.5,0.25
"12","142","val","hor",315.1,-0.75,-0.5,0.25
"12","143","val","hor",261.1,-0.75,-0.5,0.25
"12","145","val","hor",340.5,-0.75,-0.5,0.25
"12","152","val","hor",417.7,-0.75,-0.5,0.25
"12","166","val","hor",324.3,-0.75,-0.5,0.25
"12","178","val","hor",316.7,-0.75,-0.5,0.25
"12","183","val","hor",239.7,-0.75,-0.5,0.25
"12","189","val","hor",320,-0.75,-0.5,0.25
"12","192","val","hor",320.4,-0.75,-0.5,0.25
"12","196","val","hor",311.2,-0.75,-0.5,0.25
"12","197","val","hor",210.7,-0.75,-0.5,0.25
"12","198","val","hor",203.6,-0.75,-0.5,0.25
"12","204","val","hor",359.3,-0.75,-0.5,0.25
"12","206","val","hor",166.3,-0.75,-0.5,0.25
"12","217","val","hor",354.9,-0.75,-0.5,0.25
"12","219","val","hor",340.7,-0.75,-0.5,0.25
"12","224","val","hor",270.8,-0.75,-0.5,0.25
"12","228","val","hor",301.5,-0.75,-0.5,0.25
"12","230","val","hor",294.6,-0.75,-0.5,0.25
"12","232","val","hor",322.6,-0.75,-0.5,0.25
"12","239","val","hor",322.1,-0.75,-0.5,0.25
"12","250","val","hor",308.9,-0.75,-0.5,0.25
"12","254","val","hor",306.8,-0.75,-0.5,0.25
"12","263","val","hor",317.5,-0.75,-0.5,0.25
"12","266","val","hor",256.6,-0.75,-0.5,0.25
"12","271","val","hor",284.6,-0.75,-0.5,0.25
"12","272","val","hor",304.3,-0.75,-0.5,0.25
"12","276","val","hor",238.3,-0.75,-0.5,0.25
"12","279","val","hor",298.8,-0.75,-0.5,0.25
"12","282","val","hor",288.7,-0.75,-0.5,0.25
"12","284","val","hor",331.1,-0.75,-0.5,0.25
"12","290","val","hor",247.7,-0.75,-0.5,0.25
"12","292","val","hor",351.6,-0.75,-0.5,0.25
"12","301","val","hor",227.5,-0.75,-0.5,0.25
"12","302","val","hor",312.6,-0.75,-0.5,0.25
"12","303","val","hor",333.1,-0.75,-0.5,0.25
"12","305","val","hor",280.7,-0.75,-0.5,0.25
"12","306","val","hor",293.4,-0.75,-0.5,0.25
"12","310","val","hor",176,-0.75,-0.5,0.25
"12","313","val","hor",288.8,-0.75,-0.5,0.25
"12","314","val","hor",216.7,-0.75,-0.5,0.25
"12","321","val","hor",280.7,-0.75,-0.5,0.25
"12","322","val","hor",293.5,-0.75,-0.5,0.25
"12","328","val","hor",299.3,-0.75,-0.5,0.25
"12","334","val","hor",266.6,-0.75,-0.5,0.25
"12","339","val","hor",330.8,-0.75,-0.5,0.25
"12","341","val","hor",267.6,-0.75,-0.5,0.25
"12","343","val","hor",307.9,-0.75,-0.5,0.25
"12","348","val","hor",338.4,-0.75,-0.5,0.25
"12","356","val","hor",205.1,-0.75,-0.5,0.25
"12","362","val","hor",295.6,-0.75,-0.5,0.25
"12","363","val","hor",304.8,-0.75,-0.5,0.25
"12","366","val","hor",295.6,-0.75,-0.5,0.25
"12","367","val","hor",300.1,-0.75,-0.5,0.25
"12","371","val","hor",341.3,-0.75,-0.5,0.25
"12","373","val","hor",307.2,-0.75,-0.5,0.25
"12","374","val","hor",297.8,-0.75,-0.5,0.25
"12","379","val","hor",314.3,-0.75,-0.5,0.25
"12","382","val","hor",298.2,-0.75,-0.5,0.25
"12","383","val","hor",316.2,-0.75,-0.5,0.25
"12","385","val","hor",236.7,-0.75,-0.5,0.25
"12","388","val","hor",317.3,-0.75,-0.5,0.25
"12","390","val","hor",292.7,-0.75,-0.5,0.25
"12","391","val","hor",220.6,-0.75,-0.5,0.25
"12","395","val","hor",288.8,-0.75,-0.5,0.25
"12","396","val","hor",289.8,-0.75,-0.5,0.25
"12","398","val","hor",351,-0.75,-0.5,0.25
"12","406","val","hor",201.6,-0.75,-0.5,0.25
"12","409","val","hor",311,-0.75,-0.5,0.25
"12","410","val","hor",294.8,-0.75,-0.5,0.25
"12","411","val","hor",295,-0.75,-0.5,0.25
"12","413","val","hor",162.7,-0.75,-0.5,0.25
"12","423","val","hor",290.4,-0.75,-0.5,0.25
"12","428","val","hor",360,-0.75,-0.5,0.25
"12","431","val","hor",276.4,-0.75,-0.5,0.25
"12","432","val","hor",282.4,-0.75,-0.5,0.25
"12","438","val","hor",318.1,-0.75,-0.5,0.25
"12","440","val","hor",231.4,-0.75,-0.5,0.25
"12","444","val","hor",283,-0.75,-0.5,0.25
"12","447","val","hor",239.5,-0.75,-0.5,0.25
"12","450","val","hor",262.6,-0.75,-0.5,0.25
"12","451","val","hor",307.4,-0.75,-0.5,0.25
"12","453","val","hor",321.6,-0.75,-0.5,0.25
"12","461","val","hor",331.2,-0.75,-0.5,0.25
"12","462","val","hor",347.3,-0.75,-0.5,0.25
"12","464","val","hor",297.9,-0.75,-0.5,0.25
"12","466","val","hor",244.7,-0.75,-0.5,0.25
"12","473","val","hor",351.7,-0.75,-0.5,0.25
"12","476","val","hor",343.7,-0.75,-0.5,0.25
"12","477","val","hor",317.1,-0.75,-0.5,0.25
"12","478","val","hor",249.7,-0.75,-0.5,0.25
"12","483","val","hor",285.9,-0.75,-0.5,0.25
"12","485","val","hor",304.7,-0.75,-0.5,0.25
"12","487","val","hor",313.4,-0.75,-0.5,0.25
"12","489","val","hor",316.5,-0.75,-0.5,0.25
"12","491","val","hor",296.1,-0.75,-0.5,0.25
"12","492","val","hor",270,-0.75,-0.5,0.25
"12","496","val","hor",305,-0.75,-0.5,0.25
"12","507","val","hor",262.1,-0.75,-0.5,0.25
"12","517","val","hor",341.8,-0.75,-0.5,0.25
"12","519","val","hor",356.8,-0.75,-0.5,0.25
"12","524","val","hor",182,-0.75,-0.5,0.25
"12","525","val","hor",285.9,-0.75,-0.5,0.25
"12","530","val","hor",327.4,-0.75,-0.5,0.25
"12","531","val","hor",264.6,-0.75,-0.5,0.25
"12","535","val","hor",283.1,-0.75,-0.5,0.25
"12","547","val","hor",328.1,-0.75,-0.5,0.25
"12","551","val","hor",317.9,-0.75,-0.5,0.25
"12","553","val","hor",332,-0.75,-0.5,0.25
"12","556","val","hor",301.5,-0.75,-0.5,0.25
"12","560","val","hor",313,-0.75,-0.5,0.25
"12","562","val","hor",292.5,-0.75,-0.5,0.25
"12","574","val","hor",416.2,-0.75,-0.5,0.25
"12","575","val","hor",187.2,-0.75,-0.5,0.25
"12","582","val","hor",260.1,-0.75,-0.5,0.25
"12","585","val","hor",323.7,-0.75,-0.5,0.25
"12","588","val","hor",271.7,-0.75,-0.5,0.25
"12","589","val","hor",326.6,-0.75,-0.5,0.25
"12","594","val","hor",275.7,-0.75,-0.5,0.25
"12","595","val","hor",265.5,-0.75,-0.5,0.25
"12","597","val","hor",245.8,-0.75,-0.5,0.25
"12","599","val","hor",280.7,-0.75,-0.5,0.25
"12","2","val","ver",180.5,-0.75,-0.5,0.25
"12","3","val","ver",302.2,-0.75,-0.5,0.25
"12","7","val","ver",258.2,-0.75,-0.5,0.25
"12","9","val","ver",294.8,-0.75,-0.5,0.25
"12","11","val","ver",262.4,-0.75,-0.5,0.25
"12","12","val","ver",287,-0.75,-0.5,0.25
