"SUBJECT"	"PART"	"TRIAL"	"SCENE"	"Scene"	"GROUP"	"LIST"	"CUE"	"COLOR"	"HIT_GLMM"	"RT"	"SEARCH_INIT"	"SCAN"	"VERI"
6	1	12	7	"bongos"	6	1	1	4	1	1092	702	68	322
6	1	13	69	"tractor"	6	1	1	4	1	2153	336	1261	556
6	1	14	36	"lightbulb"	6	1	1	4	1	7719	679	6253	787
6	1	15	79	"wine glass"	6	1	1	4	1	2608	400	1185	1023
6	1	16	35	"license plate"	6	1	1	4	1	3859	29	3034	796
6	1	17	8	"book"	6	1	1	4	1	1867	310	754	803
6	1	18	67	"tissue box"	6	1	1	4	1	994	190	459	345
6	1	19	42	"ovenmit"	6	1	1	4	1	1025	296	588	141
6	1	20	5	"bench"	6	1	1	4	1	1335	519	531	285
6	1	21	64	"teapot"	6	6	1	1	1	4541	563	3462	516
6	1	22	23	"fire hydrant"	6	6	1	1	1	1355	305	668	382
6	1	23	48	"pencil"	6	6	1	1	1	1291	495	548	248
6	1	24	6	"bin"	6	6	1	1	1	1507	260	801	446
6	1	25	31	"highlighter"	6	6	1	1	1	954	375	416	163
6	1	26	71	"trousers"	6	6	1	1	1	4451	444	325	3682
6	1	27	22	"fire extinguisher"	6	6	1	1	1	891	320	255	316
6	1	28	73	"vase"	6	6	1	1	1	862	260	42	560
6	1	29	13	"broom"	6	6	1	1	1	848	540	51	257
6	1	30	9	"boot"	6	6	1	1	1	3168	356	2377	435
6	1	31	14	"bus"	6	7	1	2	1	3029	601	2016	412
6	1	32	39	"man"	6	7	1	2	1	750	295	48	407
6	1	33	3	"basket"	6	7	1	2	1	1336	7	962	367
6	1	34	74	"washing up liquid"	6	7	1	2	1	1279	442	526	311
6	1	35	28	"gnome"	6	7	1	2	1	1636	436	550	650
6	1	36	1	"angel"	6	7	1	2	1	1536	691	39	806
6	1	37	56	"screwdriver"	6	7	1	2	1	2050	733	401	916
6	1	38	46	"parking meter"	6	7	1	2	1	1536	645	256	635
6	1	39	72	"trumpet"	6	7	1	2	1	1464	451	478	535
6	1	40	43	"pail"	6	7	1	2	1	2179	498	406	1275
6	2	41	75	"waste basket"	6	2	2	1	1	606	247	206	153
6	2	42	40	"mixer"	6	2	2	1	1	828	196	202	430
6	2	43	44	"paintbrush"	6	2	2	1	1	1462	256	788	418
6	2	44	50	"pin board"	6	2	2	1	1	764	370	65	329
6	2	45	2	"apple"	6	2	2	1	1	1189	254	385	550
6	2	46	66	"television"	6	2	2	1	1	1103	347	50	706
6	2	47	62	"stool"	6	2	2	1	1	1570	432	581	557
6	2	48	51	"pliers"	6	2	2	1	1	695	229	188	278
6	2	49	25	"fork"	6	2	2	1	1	1126	321	597	208
6	2	50	21	"dog"	6	2	2	1	1	963	282	352	329
6	2	51	68	"torch"	6	4	2	3	1	1407	252	684	471
6	2	52	57	"shampoo bottle"	6	4	2	3	1	1429	255	673	501
6	2	53	47	"pen"	6	4	2	3	1	914	321	336	257
6	2	54	53	"pumpkin"	6	4	2	3	0	950	240	NA	NA
6	2	55	26	"fruit bowl"	6	4	2	3	1	2164	222	1347	595
6	2	56	65	"teddy bear"	6	4	2	3	1	1193	481	311	401
6	2	57	37	"logs"	6	4	2	3	1	1064	407	218	439
6	2	58	27	"globe"	6	4	2	3	1	2107	533	1156	418
6	2	59	59	"slippers"	6	4	2	3	0	4157	311	NA	NA
6	2	60	54	"rooster"	6	4	2	3	1	2157	344	1259	554
6	2	61	11	"boxing gloves"	6	3	2	2	1	950	385	48	517
6	2	62	33	"jug"	6	3	2	2	1	857	261	51	545
6	2	63	4	"bell"	6	3	2	2	1	936	247	52	637
6	2	64	17	"car"	6	3	2	2	1	1021	198	42	781
6	2	65	76	"watch"	6	3	2	2	1	1514	528	652	334
6	2	66	29	"hair brush"	6	3	2	2	1	721	258	250	213
6	2	67	49	"pillow"	6	3	2	2	0	1929	435	NA	NA
6	2	68	18	"clock"	6	3	2	2	1	579	306	178	95
6	2	69	30	"hammer"	6	3	2	2	1	714	328	190	196
6	2	70	78	"wine bottle"	6	3	2	2	1	821	281	45	495
6	2	71	34	"lamp"	6	5	2	4	1	719	298	67	354
6	2	72	61	"spade"	6	5	2	4	1	1321	367	47	907
6	2	73	80	"woman"	6	5	2	4	1	1128	272	225	631
6	2	74	70	"trophy"	6	5	2	4	1	2324	317	1544	463
6	2	75	41	"mobilephone"	6	5	2	4	1	1749	510	584	655
6	2	76	63	"sunglasses"	6	5	2	4	1	1060	310	284	466
6	2	77	15	"butterfly"	6	5	2	4	1	2777	385	1747	645
6	2	78	45	"painting"	6	5	2	4	1	3074	259	1993	822
6	2	79	12	"brick"	6	5	2	4	1	1130	362	54	714
6	2	80	55	"scissors"	6	5	2	4	1	1931	469	1077	385
7	1	1	14	"bus"	7	7	1	1	1	945	197	390	358
7	1	2	43	"pail"	7	7	1	1	1	692	173	51	468
7	1	3	28	"gnome"	7	7	1	1	1	968	182	528	258
7	1	4	39	"man"	7	7	1	1	1	803	200	401	202
7	1	5	3	"basket"	7	7	1	1	1	1447	283	903	261
7	1	6	46	"parking meter"	7	7	1	1	1	1033	157	381	495
7	1	7	1	"angel"	7	7	1	1	1	772	183	31	558
7	1	8	56	"screwdriver"	7	7	1	1	1	1070	202	411	457
7	1	9	72	"trumpet"	7	7	1	1	1	1092	243	399	450
7	1	10	74	"washing up liquid"	7	7	1	1	1	678	12	426	240
7	1	11	62	"stool"	7	2	1	4	0	1183	233	NA	NA
7	1	12	50	"pin board"	7	2	1	4	1	1995	193	1435	367
7	1	13	40	"mixer"	7	2	1	4	1	1772	233	379	1160
7	1	14	21	"dog"	7	2	1	4	1	1053	175	335	543
7	1	15	25	"fork"	7	2	1	4	1	881	220	376	285
7	1	16	51	"pliers"	7	2	1	4	1	1763	205	1069	489
7	1	17	75	"waste basket"	7	2	1	4	0	702	131	228	343
7	1	18	44	"paintbrush"	7	2	1	4	0	10988	240	NA	NA
7	1	19	66	"television"	7	2	1	4	1	1428	189	637	602
7	1	20	2	"apple"	7	2	1	4	1	2530	193	1702	635
7	1	21	36	"lightbulb"	7	1	1	3	1	10400	181	9708	511
7	1	22	69	"tractor"	7	1	1	3	1	1471	189	586	696
7	1	23	24	"flowers"	7	1	1	3	1	2243	34	2013	196
7	1	24	35	"license plate"	7	1	1	3	1	893	256	397	240
7	1	25	5	"bench"	7	1	1	3	1	836	201	612	23
7	1	26	42	"ovenmit"	7	1	1	3	0	1129	201	NA	NA
7	1	27	79	"wine glass"	7	1	1	3	1	1543	199	936	408
7	1	28	8	"book"	7	1	1	3	1	1164	235	440	489
7	1	29	7	"bongos"	7	1	1	3	1	893	182	254	457
7	1	30	67	"tissue box"	7	1	1	3	1	886	199	218	469
7	1	31	20	"dart board"	7	8	1	2	1	529	256	51	222
7	1	32	19	"coffee mug"	7	8	1	2	1	750	290	218	242
7	1	33	16	"cap"	7	8	1	2	1	729	177	55	497
7	1	34	60	"soda can"	7	8	1	2	1	1000	210	680	110
7	1	35	58	"shoes"	7	8	1	2	0	2636	207	2063	366
7	1	36	38	"magazine"	7	8	1	2	1	721	163	263	295
7	1	37	32	"jeep"	7	8	1	2	1	2200	228	1771	201
7	1	38	10	"bowl"	7	8	1	2	1	1086	272	309	505
7	1	39	52	"potted plant"	7	8	1	2	1	1764	171	942	651
7	1	40	77	"watering can"	7	8	1	2	1	1071	224	520	327
7	2	41	11	"boxing gloves"	7	3	2	1	1	733	219	54	460
7	2	42	76	"watch"	7	3	2	1	1	1224	197	737	290
7	2	43	78	"wine bottle"	7	3	2	1	1	1092	199	762	131
7	2	44	18	"clock"	7	3	2	1	1	604	194	188	222
7	2	45	4	"bell"	7	3	2	1	1	703	190	244	269
7	2	46	30	"hammer"	7	3	2	1	1	711	236	334	141
7	2	47	49	"pillow"	7	3	2	1	1	669	174	258	237
7	2	48	29	"hair brush"	7	3	2	1	1	528	198	55	275
7	2	49	17	"car"	7	3	2	1	1	718	174	199	345
7	2	50	33	"jug"	7	3	2	1	1	670	196	53	421
7	2	51	53	"pumpkin"	7	4	2	2	1	629	195	202	232
7	2	52	59	"slippers"	7	4	2	2	0	743	190	61	492
7	2	53	57	"shampoo bottle"	7	4	2	2	1	686	192	177	317
7	2	54	37	"logs"	7	4	2	2	1	571	179	220	172
7	2	55	47	"pen"	7	4	2	2	1	736	185	387	164
7	2	56	26	"fruit bowl"	7	4	2	2	1	1164	196	636	332
7	2	57	27	"globe"	7	4	2	2	1	1129	184	753	192
7	2	58	68	"torch"	7	4	2	2	1	743	185	436	122
7	2	59	65	"teddy bear"	7	4	2	2	1	1207	344	554	309
7	2	60	54	"rooster"	7	4	2	2	1	1057	166	729	162
7	2	61	63	"sunglasses"	7	5	2	3	1	986	196	491	299
7	2	62	61	"spade"	7	5	2	3	1	1171	404	286	481
7	2	63	34	"lamp"	7	5	2	3	1	650	203	231	216
7	2	64	55	"scissors"	7	5	2	3	1	1836	341	1336	159
7	2	65	12	"brick"	7	5	2	3	0	821	186	277	358
7	2	66	15	"butterfly"	7	5	2	3	0	1243	242	NA	NA
7	2	67	70	"trophy"	7	5	2	3	1	1486	230	752	504
7	2	68	45	"painting"	7	5	2	3	1	1457	77	807	573
7	2	69	41	"mobilephone"	7	5	2	3	1	2757	184	2183	390
7	2	70	80	"woman"	7	5	2	3	1	736	161	206	369
7	2	71	6	"bin"	7	6	2	4	1	1048	174	579	295
7	2	72	9	"boot"	7	6	2	4	1	1773	374	1160	239
7	2	73	23	"fire hydrant"	7	6	2	4	1	911	205	277	429
7	2	74	48	"pencil"	7	6	2	4	1	1515	201	1058	256
7	2	75	22	"fire extinguisher"	7	6	2	4	1	855	300	359	196
7	2	76	31	"highlighter"	7	6	2	4	1	1072	185	583	304
7	2	77	73	"vase"	7	6	2	4	1	1056	190	406	460
7	2	78	71	"trousers"	7	6	2	4	1	1371	241	735	395
7	2	79	13	"broom"	7	6	2	4	1	1052	193	632	227
7	2	80	64	"teapot"	7	6	2	4	1	1214	269	776	169
8	1	1	35	"license plate"	8	1	1	2	1	1550	62	558	930
8	1	2	24	"flowers"	8	1	1	2	1	2114	322	839	953
8	1	3	8	"book"	8	1	1	2	1	1864	274	647	943
8	1	4	69	"tractor"	8	1	1	2	1	2907	193	569	2145
8	1	5	7	"bongos"	8	1	1	2	1	1500	353	457	690
8	1	6	36	"lightbulb"	8	1	1	2	1	2693	218	1503	972
8	1	7	5	"bench"	8	1	1	2	0	2811	308	1867	636
8	1	8	67	"tissue box"	8	1	1	2	1	1493	317	494	682
8	1	9	79	"wine glass"	8	1	1	2	0	1481	344	492	645
8	1	10	42	"ovenmit"	8	1	1	2	1	1371	243	510	618
8	1	11	77	"watering can"	8	8	1	1	1	1659	428	390	841
8	1	12	16	"cap"	8	8	1	1	1	1636	332	603	701
8	1	13	32	"jeep"	8	8	1	1	1	1833	501	174	1158
8	1	14	60	"soda can"	8	8	1	1	1	1481	300	465	716
8	1	15	20	"dart board"	8	8	1	1	1	757	45	423	289
8	1	16	58	"shoes"	8	8	1	1	0	3746	317	2871	558
8	1	17	10	"bowl"	8	8	1	1	1	2905	240	2076	589
8	1	18	19	"coffee mug"	8	8	1	1	1	1127	282	211	634
8	1	19	52	"potted plant"	8	8	1	1	1	2373	197	1449	727
8	1	20	38	"magazine"	8	8	1	1	1	958	316	46	596
8	1	21	25	"fork"	8	2	1	3	1	1379	334	651	394
8	1	22	2	"apple"	8	2	1	3	0	1871	273	NA	NA
8	1	23	44	"paintbrush"	8	2	1	3	0	13036	330	450	12256
8	1	24	75	"waste basket"	8	2	1	3	1	1221	199	215	807
8	1	25	66	"television"	8	2	1	3	1	1314	215	57	1042
8	1	26	40	"mixer"	8	2	1	3	1	4393	201	447	3745
8	1	27	62	"stool"	8	2	1	3	1	2014	204	1035	775
8	1	28	51	"pliers"	8	2	1	3	1	1243	222	280	741
8	1	29	21	"dog"	8	2	1	3	1	1693	265	986	442
8	1	30	50	"pin board"	8	2	1	3	1	1757	368	742	647
8	1	31	17	"car"	8	3	1	4	1	2776	228	1693	855
8	1	32	29	"hair brush"	8	3	1	4	1	1389	172	842	375
8	1	33	78	"wine bottle"	8	3	1	4	1	4211	344	793	3074
8	1	34	76	"watch"	8	3	1	4	1	2350	60	1581	709
8	1	35	18	"clock"	8	3	1	4	1	1025	168	276	581
8	1	36	4	"bell"	8	3	1	4	1	1326	266	449	611
8	1	37	30	"hammer"	8	3	1	4	1	1172	275	472	425
8	1	38	11	"boxing gloves"	8	3	1	4	1	2619	272	45	2302
8	1	39	33	"jug"	8	3	1	4	1	1278	232	164	882
8	1	40	49	"pillow"	8	3	1	4	1	3224	203	1426	1595
8	2	41	9	"boot"	8	6	2	3	1	1514	208	719	587
8	2	42	71	"trousers"	8	6	2	3	1	6450	245	5418	787
8	2	43	48	"pencil"	8	6	2	3	1	1421	251	520	650
8	2	44	73	"vase"	8	6	2	3	1	1314	63	198	1053
8	2	45	6	"bin"	8	6	2	3	1	1521	197	836	488
8	2	46	23	"fire hydrant"	8	6	2	3	1	1893	258	799	836
8	2	47	31	"highlighter"	8	6	2	3	1	1479	164	878	437
8	2	48	13	"broom"	8	6	2	3	1	1586	166	821	599
8	2	49	64	"teapot"	8	6	2	3	1	1243	235	320	688
8	2	50	22	"fire extinguisher"	8	6	2	3	1	1729	321	817	591
8	2	51	26	"fruit bowl"	8	4	2	1	1	1382	273	202	907
8	2	52	54	"rooster"	8	4	2	1	1	1564	379	865	320
8	2	53	47	"pen"	8	4	2	1	1	1300	194	737	369
8	2	54	37	"logs"	8	4	2	1	1	874	175	244	455
8	2	55	59	"slippers"	8	4	2	1	1	809	186	219	404
8	2	56	53	"pumpkin"	8	4	2	1	1	873	208	58	607
8	2	57	27	"globe"	8	4	2	1	1	956	305	324	327
8	2	58	68	"torch"	8	4	2	1	1	1172	265	204	703
8	2	59	65	"teddy bear"	8	4	2	1	1	1010	275	355	380
8	2	60	57	"shampoo bottle"	8	4	2	1	1	728	181	211	336
8	2	61	43	"pail"	8	7	2	4	1	2493	351	1184	958
8	2	62	1	"angel"	8	7	2	4	1	1448	249	299	900
8	2	63	56	"screwdriver"	8	7	2	4	1	1491	209	407	875
8	2	64	39	"man"	8	7	2	4	1	1030	255	45	730
8	2	65	28	"gnome"	8	7	2	4	1	1199	318	257	624
8	2	66	14	"bus"	8	7	2	4	1	1074	250	345	479
8	2	67	3	"basket"	8	7	2	4	1	3822	262	2721	839
8	2	68	74	"washing up liquid"	8	7	2	4	1	1598	233	575	790
8	2	69	72	"trumpet"	8	7	2	4	1	2205	34	1271	900
8	2	70	46	"parking meter"	8	7	2	4	1	5806	221	4452	1133
8	2	71	63	"sunglasses"	8	5	2	2	1	1329	325	48	956
8	2	72	61	"spade"	8	5	2	2	1	1221	257	51	913
8	2	73	70	"trophy"	8	5	2	2	1	1771	230	848	693
8	2	74	80	"woman"	8	5	2	2	1	721	185	68	468
8	2	75	45	"painting"	8	5	2	2	1	1007	325	330	352
8	2	76	34	"lamp"	8	5	2	2	1	943	222	440	281
8	2	77	41	"mobilephone"	8	5	2	2	1	1300	225	475	600
8	2	78	15	"butterfly"	8	5	2	2	1	2486	203	1696	587
8	2	79	12	"brick"	8	5	2	2	1	1114	205	310	599
8	2	80	55	"scissors"	8	5	2	2	1	1207	203	529	475
9	1	1	42	"ovenmit"	5	1	2	1	1	881	175	250	456
9	1	2	35	"license plate"	5	1	2	1	1	1443	207	430	806
9	1	3	24	"flowers"	5	1	2	1	1	967	222	188	557
9	1	4	36	"lightbulb"	5	1	2	1	1	2456	185	1180	1091
9	1	5	5	"bench"	5	1	2	1	1	1248	228	374	646
9	1	6	7	"bongos"	5	1	2	1	1	1270	206	480	584
9	1	7	69	"tractor"	5	1	2	1	1	1314	148	164	1002
9	1	8	8	"book"	5	1	2	1	1	1188	164	450	574
9	1	9	79	"wine glass"	5	1	2	1	1	1756	153	616	987
9	1	10	67	"tissue box"	5	1	2	1	1	1547	260	618	669
9	1	11	59	"slippers"	5	4	2	4	1	1988	182	868	938
9	1	12	68	"torch"	5	4	2	4	1	5021	211	3712	1098
9	1	13	54	"rooster"	5	4	2	4	1	3574	232	2132	1210
9	1	14	57	"shampoo bottle"	5	4	2	4	1	1915	175	453	1287
9	1	15	47	"pen"	5	4	2	4	1	1815	199	294	1322
9	1	16	65	"teddy bear"	5	4	2	4	1	1337	144	202	991
9	1	17	37	"logs"	5	4	2	4	1	1916	211	803	902
9	1	18	53	"pumpkin"	5	4	2	4	1	1849	187	44	1618
9	1	19	26	"fruit bowl"	5	4	2	4	1	2947	193	672	2082
9	1	20	27	"globe"	5	4	2	4	1	2615	221	1180	1214
9	1	21	50	"pin board"	5	2	2	2	1	1543	226	204	1113
9	1	22	62	"stool"	5	2	2	2	1	1786	210	513	1063
9	1	23	75	"waste basket"	5	2	2	2	1	1186	244	225	717
9	1	24	51	"pliers"	5	2	2	2	1	1321	239	51	1031
9	1	25	66	"television"	5	2	2	2	1	1586	278	45	1263
9	1	26	40	"mixer"	5	2	2	2	1	1679	169	50	1460
9	1	27	21	"dog"	5	2	2	2	1	1321	136	335	850
9	1	28	44	"paintbrush"	5	2	2	2	1	2057	234	235	1588
9	1	29	2	"apple"	5	2	2	2	1	1564	151	332	1081
9	1	30	25	"fork"	5	2	2	2	1	1971	259	366	1346
9	1	31	4	"bell"	5	3	2	3	1	1893	258	508	1127
9	1	32	17	"car"	5	3	2	3	1	1650	143	233	1274
9	1	33	18	"clock"	5	3	2	3	1	1429	191	292	946
9	1	34	33	"jug"	5	3	2	3	1	1536	151	610	775
9	1	35	78	"wine bottle"	5	3	2	3	1	1786	219	412	1155
9	1	36	29	"hair brush"	5	3	2	3	1	1600	172	326	1102
9	1	37	11	"boxing gloves"	5	3	2	3	1	1200	204	64	932
9	1	38	30	"hammer"	5	3	2	3	1	1786	145	370	1271
9	1	39	76	"watch"	5	3	2	3	1	1829	163	604	1062
9	1	40	49	"pillow"	5	3	2	3	1	3157	176	1143	1838
9	2	41	31	"highlighter"	5	6	1	2	1	1629	283	419	927
9	2	42	23	"fire hydrant"	5	6	1	2	1	1743	214	268	1261
9	2	43	22	"fire extinguisher"	5	6	1	2	1	1229	175	207	847
9	2	44	48	"pencil"	5	6	1	2	1	2414	198	1037	1179
9	2	45	64	"teapot"	5	6	1	2	1	2157	182	250	1725
9	2	46	73	"vase"	5	6	1	2	1	3100	125	1503	1472
9	2	47	6	"bin"	5	6	1	2	1	2386	136	837	1413
9	2	48	9	"boot"	5	6	1	2	0	2314	141	NA	NA
9	2	49	13	"broom"	5	6	1	2	1	1943	216	599	1128
9	2	50	71	"trousers"	5	6	1	2	1	1829	215	59	1555
9	2	51	74	"washing up liquid"	5	7	1	3	1	1636	176	443	1017
9	2	52	56	"screwdriver"	5	7	1	3	1	1914	166	371	1377
9	2	53	14	"bus"	5	7	1	3	1	1671	267	234	1170
9	2	54	3	"basket"	5	7	1	3	1	2007	172	777	1058
9	2	55	46	"parking meter"	5	7	1	3	1	2521	165	916	1440
9	2	56	28	"gnome"	5	7	1	3	1	2200	202	683	1315
9	2	57	72	"trumpet"	5	7	1	3	1	1957	197	184	1576
9	2	58	43	"pail"	5	7	1	3	1	4821	242	3068	1511
9	2	59	39	"man"	5	7	1	3	1	1607	197	463	947
9	2	60	1	"angel"	5	7	1	3	1	1993	217	51	1725
9	2	61	12	"brick"	5	5	1	1	1	1276	195	50	1031
9	2	62	61	"spade"	5	5	1	1	1	1392	212	43	1137
9	2	63	15	"butterfly"	5	5	1	1	1	1878	169	911	798
9	2	64	80	"woman"	5	5	1	1	1	1403	152	147	1104
9	2	65	70	"trophy"	5	5	1	1	1	2791	15	1223	1553
9	2	66	55	"scissors"	5	5	1	1	1	1915	210	538	1167
9	2	67	41	"mobilephone"	5	5	1	1	1	2964	297	1100	1567
9	2	68	45	"painting"	5	5	1	1	1	2096	202	431	1463
9	2	69	34	"lamp"	5	5	1	1	1	1792	156	501	1135
9	2	70	63	"sunglasses"	5	5	1	1	1	1361	214	140	1007
9	2	71	10	"bowl"	5	8	1	4	1	1966	257	271	1438
9	2	72	52	"potted plant"	5	8	1	4	1	5663	178	1060	4425
9	2	73	19	"coffee mug"	5	8	1	4	1	1890	183	653	1054
9	2	74	58	"shoes"	5	8	1	4	1	6484	182	4125	2177
9	2	75	77	"watering can"	5	8	1	4	1	1607	286	379	942
9	2	76	16	"cap"	5	8	1	4	1	1478	227	51	1200
9	2	77	32	"jeep"	5	8	1	4	1	6689	185	4747	1757
9	2	78	20	"dart board"	5	8	1	4	1	1218	203	211	804
9	2	79	60	"soda can"	5	8	1	4	1	2755	236	1264	1255
9	2	80	38	"magazine"	5	8	1	4	1	1256	260	45	951
10	1	1	17	"car"	6	3	2	2	1	10443	211	38	10194
10	1	2	4	"bell"	6	3	2	2	1	1129	306	266	557
10	1	3	30	"hammer"	6	3	2	2	1	1529	210	282	1037
10	1	4	76	"watch"	6	3	2	2	1	1864	21	1243	600
10	1	5	49	"pillow"	6	3	2	2	1	1571	205	549	817
10	1	6	11	"boxing gloves"	6	3	2	2	1	1164	191	238	735
10	1	7	29	"hair brush"	6	3	2	2	1	714	207	57	450
10	1	8	18	"clock"	6	3	2	2	1	950	212	184	554
10	1	9	78	"wine bottle"	6	3	2	2	1	2043	169	579	1295
10	1	10	33	"jug"	6	3	2	2	1	1186	177	236	773
10	1	11	61	"spade"	6	5	2	4	1	1982	421	506	1055
10	1	12	55	"scissors"	6	5	2	4	1	1772	218	549	1005
10	1	13	80	"woman"	6	5	2	4	1	933	270	230	433
10	1	14	12	"brick"	6	5	2	4	1	1035	53	342	640
10	1	15	70	"trophy"	6	5	2	4	1	1378	254	484	640
10	1	16	15	"butterfly"	6	5	2	4	1	2495	283	1551	661
10	1	17	63	"sunglasses"	6	5	2	4	1	1423	305	38	1080
10	1	18	41	"mobilephone"	6	5	2	4	1	3571	257	2732	582
10	1	19	34	"lamp"	6	5	2	4	1	1328	309	429	590
10	1	20	45	"painting"	6	5	2	4	1	1842	410	1058	374
10	1	21	75	"waste basket"	6	2	2	1	1	1020	272	237	511
10	1	22	51	"pliers"	6	2	2	1	1	989	187	53	749
10	1	23	2	"apple"	6	2	2	1	1	1412	231	459	722
10	1	24	62	"stool"	6	2	2	1	1	1407	359	223	825
10	1	25	21	"dog"	6	2	2	1	1	1153	307	233	613
10	1	26	50	"pin board"	6	2	2	1	1	1080	333	56	691
10	1	27	25	"fork"	6	2	2	1	1	1171	206	441	524
10	1	28	40	"mixer"	6	2	2	1	1	1154	321	139	694
10	1	29	44	"paintbrush"	6	2	2	1	1	1108	43	550	515
10	1	30	66	"television"	6	2	2	1	1	1663	303	813	547
10	1	31	37	"logs"	6	4	2	3	1	1129	263	359	507
10	1	32	26	"fruit bowl"	6	4	2	3	1	2000	27	1354	619
10	1	33	54	"rooster"	6	4	2	3	1	1800	217	1166	417
10	1	34	47	"pen"	6	4	2	3	1	1929	300	1054	575
10	1	35	57	"shampoo bottle"	6	4	2	3	1	2671	199	1970	502
10	1	36	27	"globe"	6	4	2	3	1	1186	357	394	435
10	1	37	53	"pumpkin"	6	4	2	3	1	1964	267	685	1012
10	1	38	65	"teddy bear"	6	4	2	3	1	1186	222	281	683
10	1	39	68	"torch"	6	4	2	3	1	1800	247	881	672
10	1	40	59	"slippers"	6	4	2	3	1	1193	412	49	732
10	2	41	7	"bongos"	6	1	1	4	1	1682	41	1144	497
10	2	42	8	"book"	6	1	1	4	1	1365	230	391	744
10	2	43	42	"ovenmit"	6	1	1	4	1	1539	303	1078	158
10	2	44	67	"tissue box"	6	1	1	4	1	1209	292	246	671
10	2	45	35	"license plate"	6	1	1	4	1	1064	231	397	436
10	2	46	79	"wine glass"	6	1	1	4	1	2837	308	290	2239
10	2	47	5	"bench"	6	1	1	4	1	1484	252	532	700
10	2	48	24	"flowers"	6	1	1	4	0	1658	254	NA	NA
10	2	49	36	"lightbulb"	6	1	1	4	1	8181	313	7157	711
10	2	50	69	"tractor"	6	1	1	4	1	2041	208	1001	832
10	2	51	52	"potted plant"	6	8	1	3	1	4557	267	3447	843
10	2	52	10	"bowl"	6	8	1	3	1	1957	244	860	853
10	2	53	60	"soda can"	6	8	1	3	1	1314	305	249	760
10	2	54	16	"cap"	6	8	1	3	0	2379	280	1039	1060
10	2	55	32	"jeep"	6	8	1	3	1	2186	282	733	1171
10	2	56	58	"shoes"	6	8	1	3	1	2071	530	716	825
10	2	57	19	"coffee mug"	6	8	1	3	1	1157	302	292	563
10	2	58	38	"magazine"	6	8	1	3	1	1421	331	40	1050
10	2	59	77	"watering can"	6	8	1	3	1	964	202	263	499
10	2	60	20	"dart board"	6	8	1	3	1	936	249	62	625
10	2	61	46	"parking meter"	6	7	1	2	1	7036	242	958	5836
10	2	62	43	"pail"	6	7	1	2	1	3943	222	2724	997
10	2	63	72	"trumpet"	6	7	1	2	1	1936	197	626	1113
10	2	64	28	"gnome"	6	7	1	2	0	3207	321	1623	1263
10	2	65	1	"angel"	6	7	1	2	0	1893	244	59	1590
10	2	66	14	"bus"	6	7	1	2	0	2057	396	169	1492
10	2	67	3	"basket"	6	7	1	2	1	1779	329	727	723
10	2	68	39	"man"	6	7	1	2	1	1150	219	436	495
10	2	69	56	"screwdriver"	6	7	1	2	1	1229	287	185	757
10	2	70	74	"washing up liquid"	6	7	1	2	1	1350	196	420	734
10	2	71	48	"pencil"	6	6	1	1	1	1578	406	517	655
10	2	72	23	"fire hydrant"	6	6	1	1	1	2387	229	310	1848
10	2	73	9	"boot"	6	6	1	1	1	3144	242	1583	1319
10	2	74	71	"trousers"	6	6	1	1	1	1389	159	322	908
10	2	75	6	"bin"	6	6	1	1	1	1606	278	399	929
10	2	76	64	"teapot"	6	6	1	1	1	1599	217	533	849
10	2	77	13	"broom"	6	6	1	1	1	1494	314	245	935
10	2	78	73	"vase"	6	6	1	1	1	1837	236	919	682
10	2	79	22	"fire extinguisher"	6	6	1	1	1	1105	199	213	693
10	2	80	31	"highlighter"	6	6	1	1	1	961	239	40	682
11	1	1	4	"bell"	7	3	2	1	1	1412	395	308	709
11	1	2	78	"wine bottle"	7	3	2	1	1	1054	216	48	790
11	1	3	18	"clock"	7	3	2	1	1	935	119	343	473
11	1	4	33	"jug"	7	3	2	1	1	1009	204	43	762
11	1	5	29	"hair brush"	7	3	2	1	1	1226	189	472	565
11	1	6	76	"watch"	7	3	2	1	1	1747	17	787	943
11	1	7	30	"hammer"	7	3	2	1	1	1312	292	419	601
11	1	8	17	"car"	7	3	2	1	1	1035	212	187	636
11	1	9	49	"pillow"	7	3	2	1	1	1413	307	148	958
11	1	10	11	"boxing gloves"	7	3	2	1	1	1411	228	182	1001
11	1	11	34	"lamp"	7	5	2	3	1	1693	285	612	796
11	1	12	80	"woman"	7	5	2	3	1	1529	266	400	863
11	1	13	45	"painting"	7	5	2	3	1	1943	390	656	897
11	1	14	70	"trophy"	7	5	2	3	1	1843	218	344	1281
11	1	15	61	"spade"	7	5	2	3	1	2479	440	48	1991
11	1	16	63	"sunglasses"	7	5	2	3	1	1664	48	807	809
11	1	17	41	"mobilephone"	7	5	2	3	1	3579	246	2707	626
11	1	18	12	"brick"	7	5	2	3	1	1457	332	172	953
11	1	19	15	"butterfly"	7	5	2	3	1	3786	310	2547	929
11	1	20	55	"scissors"	7	5	2	3	1	2650	344	1501	805
11	1	21	9	"boot"	7	6	2	4	1	2377	281	1933	163
11	1	22	48	"pencil"	7	6	2	4	1	1645	323	454	868
11	1	23	23	"fire hydrant"	7	6	2	4	0	2241	336	NA	NA
11	1	24	13	"broom"	7	6	2	4	1	2055	238	1015	802
11	1	25	71	"trousers"	7	6	2	4	0	2251	440	944	867
11	1	26	22	"fire extinguisher"	7	6	2	4	0	1544	3	NA	NA
